"","Ref","df=1","df=2","df=3","df=4","df=5","df=6","df=7","df=8","df=9","df=10","df=20","df=50","df=100"
"13",0,-2.70393870243532,-3.32803256965811,-3.20825421026372,-1.91490348336607,-2.24989977777979,0.625245325228914,-1.06620333317393,-2.85973611713344,-0.72942462589298,-1.67125935335128,-2.0618303986318,-2.47833899626228,-1.50261116253743
"14",0,-10.3930944204718,-2.83496283842226,-1.65785508063329,-5.75129229528131,-0.789902910161219,-0.722377894635603,-2.54457278203523,0.815306573678227,-2.65236397632671,-2.93490294462896,-1.8814858016024,-3.18346066346935,-2.35200738924106
"15",0,-4.69325292127867,-2.54977539273023,-0.61715368759015,-1.91145513575772,-1.9336059841369,-2.26773773419631,-3.71186938658455,-1.93943213749387,0.288921137740604,-2.17406461801278,-2.82883022140043,-1.89083018722241,-3.54596227744429
"16",0,-6.42758893429616,-2.83938933239665,-4.28428439528023,-0.470807893836849,-3.06190960994601,0.128705036057512,-1.75655751211867,-2.16518214651173,-2.0685364131707,-1.45295286458568,-1.35452850105422,-0.632058477011925,-2.64264495571829
"17",0,-1.88383212766374,2.16463057410374,-1.3350617186821,-1.09963442870753,-2.04963043877501,-2.10483847111686,-3.78324468128041,-1.90705245622831,-1.844302443219,-3.86699194470375,-2.2558176286422,-2.38810963045358,-2.9138758062662
"18",0,-2.02345593678258,-3.89336822518187,-5.33350910003464,-1.7283808412433,-2.40943364382491,-1.27621476995072,-4.0553289041686,-0.127799334114425,-3.59762392015222,-0.84314259945487,-1.99319348770604,-0.907662363657761,-0.755513721644621
"19",0,-2.93276909392729,-2.29907091785518,-1.04134739122213,-5.48906892152748,-1.27214166993859,-3.24755037293297,-2.95851735521208,-2.4199597118025,-0.88197221794269,-2.68209999914029,-1.65178662703977,-1.34654646754367,-1.21368120005527
"20",0,-7.8108880292729,-5.12796908598247,-2.71217343977215,-2.29327324105441,-2.44380075626383,-0.986676144592344,-2.08707972303571,-1.60118399529597,-0.998182644666122,-1.03773740721955,-2.70086782066825,-0.495474088415143,-2.0164659498297
"21",0,-742.550843299716,0.531174577237939,-1.33617097753576,-2.74573136549358,1.25100101286403,-0.82129678564637,-1.63326923648309,-1.50169690052681,-1.26784537297511,-2.03448093743466,-2.93879818506514,-1.92896980438327,-3.11556204431228
"22",0,-2.36169982150511,1.31263901465551,1.17578253171426,-1.55218415520842,-2.91984200522573,-0.113787634682394,-1.91748619509026,-0.763662782387215,-1.7031166764686,-2.76120494536,-0.425314432709037,-3.20164076995654,-2.59336742216446
"23",0,-1.92368802899828,-1.15539072413691,0.576663718227297,-5.20038594817743,-1.63184641343989,-2.16153523788505,-1.34555277076802,-4.73540515818483,-1.82575508053231,-2.58902767471759,-0.373989374437068,-3.28619562143868,-1.77236969240058
"24",0,-3.30669138033559,-1.39149335824982,-2.33771064726415,-0.998048181294151,-2.13179080113327,-2.58944353177966,-2.17829587592497,-2.02364789548605,-4.46102783449086,-0.497790715440846,-3.02174733687933,-3.4337246173434,-2.69848013092981
"25",0,-1.60018522510746,0.234722522954087,-1.26330795128925,-1.58303643647641,-3.78071795315961,-1.20157377245713,-1.78789630341772,-1.23278382625011,-1.57740479503892,-2.06483186579973,-2.18814708045921,-1.23603885425702,-1.33561436651521
"26",0,-11.0043019226563,-1.36230185268472,-1.66897620860964,-3.42688323379664,-2.03830761826768,-3.53685995715745,-2.18432665965076,-2.60931454499611,-1.69987767679093,-0.658911971729447,-3.45005355113894,-2.44001977329056,-2.90059673743889
"27",0,-3.63282640967182,-2.72159047476515,-0.686269631607995,-2.38316194395942,-2.81359109359941,-2.29208236224998,-2.09430426228979,-1.88172312888757,-0.601540996951762,-3.3394676633985,-2.49402167006538,-0.791573901848899,-3.80499744595525
"28",0,-5.31969643507865,-1.22106610043853,-4.42155487879073,-1.23510209325162,-3.24549916174438,-1.50312761001087,-4.42348544330116,-2.49115728050165,-1.92992882371786,-0.729171732606925,-1.58520660887326,-0.692007542439151,-1.72862311431582
"29",0,-6.20219108912745,0.108108252090605,-0.286877560777264,-0.269989097257167,0.0348071887559822,-2.37246501500108,-1.63202951588496,-2.54472925930077,0.312281486731182,-1.4282101544809,-2.17828129945601,-2.21704836848714,-3.86275295325605
"30",0,-5.34335828491149,-0.224355461348937,-6.71530225258868,-2.7893936519935,-3.572373392522,-4.08552426469923,-0.164236014008676,-2.20762612467964,-1.91362298428296,-1.37165277029557,-1.89839462651744,-2.035082847018,-0.93361307490692
"31",0,-2.3951023906923,-0.319770743726046,-2.52452988812824,-1.73054164960211,-1.98669301673515,-0.207641816258878,-0.270674118848298,-2.81884525913491,-1.22992567710287,-1.94756113961221,-2.18627167641038,-2.62625049924299,-1.82614671634174
"32",0,-1.63667339348037,-4.31738392247903,-1.30462366128553,-2.24786895682239,0.252808880525417,-1.61556981522573,-4.6857117855326,-2.41986171471605,-1.98128383449018,-0.431242379652011,-2.64577836427482,-0.811583002274629,-1.61029699182745
"33",0,-1.88440593453234,-1.70427907771286,-2.00430919942219,-2.56328016821043,-2.27439199244573,-0.935655050641111,-2.59502559622135,-1.03721565996307,-2.18129398064888,-1.60952513966254,-1.61750522413056,-1.59006931348256,-2.96190716707403
"34",0,14.8494673668881,-2.25696501161037,-2.58610581833703,-1.5940022811301,-1.23407866604058,-1.90063645603069,-1.19005251594759,-0.0854202926019201,-0.41003919620133,-2.93231127865439,-2.18526372150067,-2.42664544974683,-1.7056331494943
"35",0,-1.59643416864747,-1.97923975996362,-0.861553534139649,-4.69429528707301,-2.56088223714004,-2.72389808787659,-2.08485002004572,-2.32185092215243,-1.0206396050028,-2.8418806344825,-3.18359864286977,-1.51082321726439,-3.92407571818453
"36",0,-1.69141110871183,164.684884450062,-3.27523622483961,-3.66541227363378,-2.3158067031302,-6.17887769631884,-1.6331110587289,-1.17646788891288,-1.15680153392214,-2.40064563015078,-1.99559882784354,-1.73792504345648,-2.67062910422254
"37",0,-2.65947486808693,-2.31736338575673,-3.38601720843027,-1.25820279441758,-0.830044021361548,-1.67121013166925,-2.11041922836195,-2.81322929469706,-3.63845533095229,-2.25346823492359,-3.23864795352207,-2.05746523831089,-3.65701154210505
"38",0,-2.50545512697558,-2.57075311534715,-1.61433714897654,-0.686208204181694,-2.66312065251358,-3.36129743483423,-0.559980254515044,-3.0217769582393,-0.804858992087688,-0.185385465670607,-3.0459108095465,-0.661822344837342,-1.49368208311833
"39",0,-20.7464091163943,-1.1093943156234,-2.26706690115242,-4.90479217059836,-3.13693598624348,-2.17617744762201,-2.1017292280354,-2.71727149997766,-1.62763940538887,-3.5536979599435,-2.45474225922719,-2.57734457751182,-1.30623490451044
"40",0,-8.47934734003802,-2.81398628130051,-0.225236636540635,-0.23993996798626,-2.03511997686662,-2.01513566923505,-0.980226948623795,-0.358511218891107,-1.12424608375512,-1.64744042281321,-0.827219217853203,-3.43142242335564,-2.17642087403694
"41",0,-2.0810991830709,-2.6271960807685,-3.5891911663122,-0.579536082849917,-2.07808644923734,-1.76351426529634,-1.78877794567994,-3.08276667677331,-3.01027682430552,-2.07378568487614,-2.60690757670476,-3.75907337108613,-2.10454479601229
"42",0,-2.40844327970575,-1.68594741907039,-2.07796439559346,-2.38402102782718,-2.35787891412482,-2.23328914907022,-2.47286944684711,-5.59500323461241,-1.73936823922779,-0.578579894363461,-3.0270297906302,-0.648898712917477,-2.92518160409414
"43",0,0.822122926356847,0.242082596527288,-0.558999541841647,-7.30045846226712,-2.29971183952464,-0.780198380223694,-2.05425383705892,-1.60797794173563,-1.95755455760202,-1.80394201581316,-2.73098616669217,-2.2463577011579,-2.14056193571117
"44",0,-1.15598266928648,-1.99425244645197,-0.341688885788167,-1.01196319863317,-0.391320717279958,-2.8212268936855,-1.80531914892601,-1.62233183716532,-2.89338993888845,-3.17652236721134,-4.06277681438244,-1.16825281086378,-1.17682505075568
"45",0,-1.6497952595478,-2.32249075496436,-3.4376207082666,-2.19399517832336,-1.91255153561966,-1.76962401329361,-2.56108715447491,-1.5283041352603,-3.43676044004832,-1.50509040218521,-0.610906519208334,-1.79914105848677,-2.39492454092457
"46",0,-1.07514298450258,-2.09096963021755,-1.64449478120751,-1.52795761116424,-1.3009705025652,-2.12641014084098,-4.66483530710529,-2.20662365511377,-2.32520394820361,-2.63403904187662,-3.42791152179814,-1.99394150801869,-2.50255086974794
"47",0,-5.71243631044964,0.433703275489148,-2.60207701678858,-2.88928613211582,-3.24925170165741,-3.86132392339893,-2.13510185712758,-2.2563486009586,1.01889602076813,-2.60880918962089,-2.79183186581902,-1.32006783826108,-1.31179527727937
"48",0,-2.50883827833854,-2.29261308877374,-0.251436366049195,-2.40700580679149,-1.47997483578877,-0.804658768136925,-3.62453711097828,-1.98679691376206,-3.86399911557697,-3.24699702134567,-2.21515473561249,-0.553063806113425,-2.32580418245172
"49",0,-3.85009143564934,-16.4760279771516,-2.22202454979505,-3.76733057170137,-3.1231041593522,-4.01841317738795,-4.02351601311335,-2.08727483427604,-2.76090900565171,-3.7955517583086,-2.19735210688199,-1.04248777052373,-0.0649641587010377
"50",0,-2.10098894504829,-4.20679270363155,-3.20052367675976,-1.42932616691872,-2.77295852746399,-1.74534881138767,-2.23561370720448,1.53841678088696,-3.83758609309517,-2.9985209535682,-2.79383215790583,-2.47454495931503,-1.77842482653758
"51",0,0.806640590885665,-3.44449604878236,-2.74302675684547,-5.15840143828565,-0.944957224131365,-3.64889878632279,-3.14539393669382,-3.19451632632405,-0.313053184091752,-1.18449756378724,-2.75806164875005,-1.12617222936323,-2.47893739094567
"52",0,-3.31627695600731,-1.40178740178448,-2.3731524690378,0.129337927722261,-1.8260597032678,-0.984277900556731,-1.83765806370657,-2.35699369595657,-2.26579835882844,-1.98378572705284,-0.106431507834762,-1.60922876750862,-0.764041588305936
"53",0,-2.18011863127557,-4.48157646903249,-2.99648434140736,-3.18872303270851,-2.18564029938759,-0.653911052474586,-4.11310675958326,-1.73703873956464,-1.80886596335979,-1.6454233290527,-2.88743300630408,-2.95771119384193,-1.33904139166387
"54",0,0.939902481646577,-2.23373074173654,-2.38411516581193,-0.335981577937442,-3.28846961396502,-1.21924825466087,-0.594816162041718,-2.67968360455767,-2.73384547951249,-2.94122960392974,-1.54990215488392,-3.13752290643687,-3.10675990862153
"55",0,-2.01988388327253,-0.691042399996258,-4.03059372243162,-1.58806491332342,-0.953428555166947,-0.343647943641745,-1.93661908896002,-2.84681104084805,-2.40344253373288,-1.68225283009668,-3.45281576317041,-0.834161901552486,-1.20954293592453
"56",0,-3.63178565590546,-2.37568831821243,-2.36090999214244,-0.26902013172207,-1.06319718379513,-3.50380774304111,-1.9327104687831,-3.74341076974487,-2.83669180635112,-1.99128828528457,-2.55090455355062,-1.06130724653016,-0.611835714328275
"57",0,-1.19206381745058,-3.64826191471808,-2.02647999104065,-2.7591053428807,0.382542030684002,-1.78550901608656,-3.1777529647856,-0.987710248097563,-1.67040596633901,-0.525180743814906,-1.323518793,-4.3895064513533,-1.13979381228714
"58",0,-4.18427646368704,-0.727960283893052,-1.63463781619954,-2.04747919207092,-1.6190868034524,-1.56216868786649,-2.20041476712435,-2.52146262900009,-0.502645316280047,-0.784157328674175,-2.34039845446383,0.21637805292247,-2.72475793511917
"59",0,-2.70093513944186,-1.04219461656818,-0.911336109578879,-1.93146306483956,-1.72956294046995,-2.47592127459702,-2.19579029282813,-1.99988178190263,-0.455471806940499,-0.941204605563871,-2.2456464578153,-1.90296733666373,-1.55308259435161
"60",0,0.864423108709434,-2.18956663453983,-1.71882306787168,-1.32491348434535,-1.27675934778932,-2.98966602607778,-4.07841876772576,-1.08572290853502,-3.14847788959045,-1.43821604589248,-0.550529893761188,-1.19412883037851,-1.01904157635932
"61",0,-2.11241348680524,-0.81308025302931,-2.09065055911296,-3.00591086028135,-0.293179413729645,-2.88920826198201,0.261618286638526,-1.73105359030925,-1.28494915926335,-3.94988716067154,-3.88970393279341,-0.800804995639176,-1.81032342413846
"62",0,-1.51630064623393,-1.6733911892296,-2.41660032877687,-4.01360146727513,-2.18316562997339,-3.71161235856038,-1.63880481657156,-0.502787256724302,-2.41823986319645,-0.96159301380176,-2.17406877478048,-0.677942825683362,-1.87286547842233
"63",0,1.07995984732406,0.812790291444913,-0.147440286275252,-2.04575538840721,-2.99560610053614,-2.38690833395278,-0.533332007038219,-0.916602465964588,-4.13756062764011,-4.86894236106015,-2.14891223218353,-1.25268098800407,-1.54169780674259
"64",0,-1.78116437372219,-1.49581105369043,-1.50349600531223,-1.80195421649026,-3.10317953166388,-2.38031152935124,-1.1721503671508,-1.51010500552258,-3.45096109211914,-4.28523840087718,-3.16131266971354,-2.66419936155909,-3.48564151072732
"65",0,-1.71478519877671,0.0246943966444122,-2.11974793801878,-1.09523201794766,-2.26611554435654,-0.827223311875615,-1.41579061413369,-2.21515593729367,-1.32571759612092,-0.806912031580545,-0.362269698793414,-1.79701651827038,-3.73659772332213
"66",0,-0.846327240674997,-0.568438709745242,-4.06701470112564,-1.20609879799816,-0.973515774545826,-1.24740902357635,0.629911694820288,-1.94511583213307,-3.02421726464958,-1.05242184703686,-1.75802490219363,-1.6380501931774,-2.41162416381136
"67",0,0.249104957456914,0.0996881550622,-1.7244943948965,-1.91691717074193,-2.15800939751524,-1.00965119108665,-3.26410805475747,-1.01900364171934,-2.16167934706875,0.00203741299741989,-2.95660215257685,-1.91448075261885,-1.28761141938202
"68",0,-2.13758972051716,-1.78233360618655,-2.31546243892548,-1.80320726768395,-1.49529132520044,-1.75403165945655,-2.08059022589582,-1.33894231150227,-2.23869233714925,-2.47592946311221,-1.18928545454307,-0.953266269175287,-1.77904883188623
"69",0,-3.51604797536462,0.267008022786814,-1.77852204865493,-1.89093862522225,-2.88738356661751,-0.959195813575601,-3.58846338123224,-1.91553125391384,-1.42564047567309,-1.70076256352763,-2.39679470392079,-2.81932432777401,-3.36793239003153
"70",0,4.19940703320062,-2.39049402307847,-2.7156395382094,0.0582327912724647,-1.88148735362197,-0.8178535690035,-1.05817324503491,-1.66833447743872,-3.6114531899266,-0.557037981397554,-1.67843574346811,-1.81184711594416,-3.15216270911116
"71",0,0.110864771658624,-2.13259274982011,-1.96941770127882,-1.4009790678169,-2.22913592610259,-3.74374051735096,-2.72088160185375,0.206939774810775,0.831366300848627,-0.729919102359843,-0.940890828328847,-3.88678553205076,-2.47257577427821
"72",0,-9.29782101694087,-2.27047349116061,-1.96690735041407,-2.92143227967746,-1.42537333018831,-1.61360564529345,-1.68026563580126,-0.755464019580756,-0.0600350304328052,-2.83543463450533,-2.35769385591068,-2.57479862141322,-2.10697403663711
"73",0,4.24140026964885,-2.12129352328645,-1.76373443990833,-3.33095291379095,0.520550271934192,-2.99667049284258,-3.68987422695837,-1.0701054538805,-2.56570128404088,-3.1011499405268,-3.41240696837552,-1.24567372439445,-2.16178870748065
"74",0,-2.99721477743023,-2.33677914966342,-2.25830444290471,-1.99433284580828,-0.337301884493713,-2.2844627389424,-2.24095702644391,-2.23791580629563,-0.36220668461307,-0.926440702093392,-3.3531751727291,-1.10105420020558,-0.175285608675278
"75",0,0.830859381464864,-1.35528931978218,-1.61745627008873,-2.76050450798511,-3.33760958851977,-2.16772644026977,-1.5606803458693,-0.518227935595899,-2.0713677121121,0.67881617300004,-2.4634815731049,-2.0412782314339,-1.35381107696405
"76",0,-2.1351606885562,-1.54217998652336,-0.611032717860722,-2.67847718909905,-4.26927648377695,-1.67943904577424,-0.276646045341258,-1.47626091077006,-1.1705887496412,-2.86360879318992,-2.20708602066522,-0.840201082487182,-2.48979624218999
"77",0,-1.57860326149688,-1.75411370013203,-1.00020849405859,-2.18835616126415,-0.937708959367896,-5.33098940994174,-2.39777110659757,-2.75479989519659,-1.98527792917148,-2.23256459861636,-2.21836121790409,-1.48763124084918,-3.45054106436927
"78",0,-3.55732292330988,-0.333333482010759,-2.58466513641026,2.08295792755657,-5.01972901495644,-0.619449917507068,-1.28666679318638,-0.840783481636403,-2.59173901719338,-1.52383929314059,-2.59608410911268,-1.24244752613883,-2.57873112266455
"79",0,-1.18325175769442,6.72543455791019,-2.78921585597775,-2.48149296493762,-0.835696629222354,-3.00410900013289,-1.77878264561365,-2.28891940166772,-2.46967554381698,-2.1521067256651,-0.258545607362513,-0.417301108011527,-1.18867386001738
"80",0,-1.95390201133495,-1.77818174399891,0.0202034883256252,-3.95791690766125,-2.0702764694346,0.880521297787718,-1.0689385307589,-2.87476026790299,-1.74046582811103,-3.19823148079868,-1.93604776121693,-2.21035828073858,-1.60657781824638
"81",0,-2.94833541434757,-1.61654987166971,-0.718047867336352,-2.87402990282501,-2.12966681401436,-1.32029072669655,-2.73137988654902,-2.0712681240242,-1.57871071689664,-2.2349484795808,-2.51600650068042,-4.0337920297805,-0.739163729423979
"82",0,-1.28769593575859,-0.615071227329258,-0.987861182610084,-2.52859057414135,-2.59603857339382,-2.56452683366197,-3.07558237310696,-1.96355478506802,-0.7585668873805,-3.0813707065826,-2.62742903048611,-2.47695129717717,-0.988735519471403
"83",0,0.13113565315575,-1.91015901435907,-1.25926367920046,-1.11285169300893,-2.23310982147764,0.049132057409186,-0.936769401527431,-1.22020758828821,-2.37304131238155,-3.07811269747266,-1.90772730560861,-1.63588809841877,-0.931201273331755
"84",0,-3.30814589496724,-2.52697373918593,1.33355267254685,-1.58117064225949,-1.09015635687071,-3.44271702765358,-0.116638095670373,-1.15096452419196,-1.56005069592226,-4.37770761552586,-1.01149505301303,-0.737831448381499,-1.62627795388972
"85",0,-5.15617093758926,-2.98768579244542,-2.82340298741672,-2.36274590119754,-4.87095534924521,-0.449958451092702,-3.02738550010954,-2.85232954034692,0.89619899126159,-1.56257920872353,-1.87881818491689,-3.46235695925397,-1.14201322871982
"86",0,-3.33779442880655,-0.762183151927332,-1.85313418428822,-6.92261859740613,-2.33660251521137,-1.4710920462032,-1.45373848250694,-1.39636029826642,-1.74868591500377,-3.66268181477221,-2.24494246815617,-1.7648807129531,-3.15843055144289
"87",0,-2.49599399336554,-1.56801867734085,-1.42860301980555,-0.643598801744436,0.986028632855941,-2.28319834939927,-1.70011359392189,-2.10896743666049,-2.40986718325378,-2.34899568189862,-1.78124886929077,-1.44001628204505,-2.22660314343117
"88",0,-6.90146749142269,0.0161357412639447,-3.98473031668837,-3.25620174536141,-2.83945270552762,-2.19449438852787,-2.94040470460419,-0.776287538780359,-2.05919825791083,-2.71082353135255,-1.28610237401525,-0.424365348132431,-3.3606802966651
"89",0,-1.46042871222461,-1.49485998605156,3.19546218571417,-4.2938510986828,-2.50498772183299,-1.77363225720466,-1.72823270916604,-3.33545640231308,-2.61300894045968,-2.45258869670802,-0.965407388638947,-2.34183714793047,-1.22764049209215
"90",0,2.45817367087654,-1.24985513614308,-1.13082520061516,-4.52953055196492,-2.72476155495871,-2.81915909545089,-1.45581681277872,1.76616486096699,-2.63170304837563,-1.32526903973518,-2.48973040328926,-2.19826372922305,-1.38421410484857
"91",0,-3.17933711064248,-2.65516791486811,-3.84917193877724,-1.65717750016979,-2.17925607487936,-3.98445130752857,-1.79700794590591,-0.60717338279364,-1.10760548331424,-2.5854436932665,-2.69555403443138,-1.84049542849137,-2.24502335268731
"92",0,-2.41062084254637,-1.39596286575174,-0.7029782297113,-2.48878672825528,-0.401222058673404,-1.11818567532512,-2.03339228859852,-2.47389572640103,-3.48009570019704,-2.55908514095314,-2.14952467979676,-1.84788572884748,0.175870142332024
"93",0,-1.30763252766237,-1.62514606996063,-0.0849516075593504,-0.602792813788556,-1.78652122592546,-2.96712160958783,-1.31721155184802,-3.12529489338616,-2.00076975898361,-0.407547713980373,-0.898037516896528,-1.05034408484275,-2.03127931881608
"94",0,-2.43842537943934,-2.84953442735808,-3.38256680868662,-0.935608700310808,-1.85007669031629,-4.40582606789982,0.0788373786678922,-2.70185567107162,-1.86028568460496,-3.6333148405935,-0.84094347824265,-2.18958180174701,-3.5750420027468
"95",0,-2.7691120079524,-1.56936341828909,-0.204713284135979,-3.48276597741065,-2.4172399949002,-2.05437778512604,-2.13364777721305,-1.85859718294229,-2.72025097083594,-0.715682435152959,-2.55182048248194,-0.00819003553417907,-1.78636312742047
"96",0,-4.44372155783393,-1.4978567319361,-2.4361965251035,-2.07667643330023,-2.78513152928895,-0.821686861063917,-2.81148543651273,-2.48869715018952,-3.14039020777872,0.101216475794551,-3.53200758835515,-3.84216655100286,-0.856204492370676
"97",0,-2.06973649735033,-3.62882010511399,-0.244312217462272,-3.83642244306071,0.0637434589842321,-1.54040466194089,-3.31150293497955,-2.16376288948071,-1.63296863349238,-1.7491262952641,-1.87554557792152,-2.12944472066461,-1.31715672431285
"98",0,-1.96198921982439,-4.18758015313001,-1.98668656416994,-1.17314496990855,-2.16151999360045,-2.73946323425279,-2.55664113856038,-4.00577812400807,-2.9722756340036,-0.833135527868802,-2.95634371494831,-0.999368279422836,-2.17665833046167
"99",0,-3.38749678171708,-1.54609653768455,-2.58116448613218,-2.33815962796082,-1.5380834678889,-2.74977964277422,-0.233157076314477,-3.63046905066853,-2.14832608202647,-2.12884637359185,-1.76625659630829,-2.35642515827158,-2.0238124280765
"100",0,-2.81275685560044,1.6616513578417,-2.15899782296459,-2.1403499277281,-0.244074983760542,-3.65971569480095,-1.47824286073533,-0.0830783114496541,-1.67869919455486,-3.35254085353582,-0.969749101837625,-2.09524272284497,-2.2047918456887
"101",0,-2.01832710870835,-2.96169554453365,-2.73472063830669,-2.26292987910674,-1.95251361721328,-5.1036697999249,-2.79583158692903,-0.762012892409342,-1.00370520293145,-2.10957905672602,-1.43563801958998,-2.74153005040695,-1.44782909713943
"102",0,-3.49372634760373,-1.22474000788132,-1.7245099384931,-4.54078030999179,-3.22660459080694,-3.51197464505008,-2.95706856241297,-1.04830326196207,-2.61057892475439,-1.70590476487925,-3.23104492534587,-2.72614887429189,-2.86821258258763
"103",0,-2.2440236478826,-1.58454432979855,-3.16905263791897,-3.68197392200096,-0.775706611592972,-2.52831091522396,-0.0782982665940952,-1.75556830484856,1.37921901812831,-2.67350629960303,-1.56395008203777,-3.40398175527152,-1.4306758082045
"104",0,21.7480704658606,-2.18500996950817,-3.16845523640855,-0.791118655357546,-2.35396220006862,-3.28474941923392,-3.20903219893556,-2.4566463631275,-2.84328800009853,-1.62966261674062,-0.927575512007543,0.361075754965542,-0.749630555767538
"105",0,-2.68624665745123,0.22883129182638,-2.28338561159037,-3.2553869374255,-7.268760696545,-2.30788457449113,-1.93312959375806,-1.60347049135533,-2.54582717882003,-3.64896140834415,-2.20989686597293,-1.37545567305217,-3.12707572372832
"106",0,-3.47791404003381,-1.02638988918452,-4.26825538367969,-4.45158576110262,-3.16899592325905,-1.5413831427959,-0.0606981967105642,-1.32757625903765,-2.63106542278326,-1.14996958872075,-2.04233883034196,-1.65237469412091,-3.43870589295807
"107",0,0.412389326298341,-3.00286064107599,-3.22716686405095,-1.44914605454489,-1.95198849643516,-3.65308871912428,-2.12839828192351,-0.930378206323667,-3.23875940519837,-1.50033717378289,-1.21836059396347,-4.27816842427835,-2.07302843433155
"108",0,-3.16807119381566,0.623946898209994,-2.85858424526536,-1.39866701758925,-2.41404215465557,-0.304672360608384,-0.800280217601503,0.689490405379977,-1.13061176238137,-2.63141252725226,-2.91321043440009,-1.61146757425587,-1.78082716168198
"109",0,-3.06437925571955,-1.87069390572392,-2.23574413672966,0.431796340448388,-3.05993759455941,-2.42461660906259,-1.66416508148435,-3.76823310064801,-1.08758972551971,-0.846852169509817,-1.46204736712657,-1.1459227448955,-2.8430871928439
"110",0,-3.114783093452,-2.93066905664323,-2.15487623739476,-0.0634693082436091,-3.17883175990572,-4.52068709587941,-1.5904756386509,-3.17249683771391,-2.92574039958398,-1.19042971748754,-3.44574961251971,-2.23196469523344,-2.15472641590005
"111",0,-1.6245877769852,-3.16071618418451,-0.826538278090993,-2.1649787010279,-0.861932424778188,-1.76169225462132,-2.01056438821954,-2.54958435467607,-1.52378077256949,-2.13048496854631,-1.68203857518451,-2.61361429889979,-2.85952061100317
"112",0,-0.895979540296599,-2.31383399956154,-1.4944383650932,-2.23802462890835,-1.70109087697349,-2.27657512358607,-2.06452440967805,-1.53168876871436,-2.00176219723711,-1.26647822312084,-3.1078788711671,-0.802011502848472,-3.62052471307938
"113",0,-1.68004061091574,-2.2483016489138,1.44557966291139,-2.19299791997894,-2.06461831733322,-1.42793076912597,-1.47723337979249,-1.82143329121866,-1.33523908992483,-0.807455426810969,-0.207577409634776,-1.45470263533676,-2.28492750994225
"114",0,10.8277793520662,-2.64509802886725,-1.3267868051682,-1.88382022460782,-2.81386021484008,-0.851887192422637,-0.728972984890709,-1.51495641223117,0.49103070538471,-0.607921800101486,-1.5262629658645,-1.76204190819479,-2.29858115598086
