"","Ref","mu=0","mu=0.5","mu=1","mu=1.5","mu=2","mu=2.5","mu=3","mu=3.5","mu=4","mu=4.5","mu=5"
"57",0,-0.947466912655231,-0.935254045365653,-2.00383620235794,-3.73034545328958,-2.86100976035345,-3.66543273839825,-3.12543138571937,-2.71647152370305,-4.60522160841421,-4.32936703295758,-4.83680749486825
"58",0,0.514836787626647,-0.00771701551378562,-3.04226555289695,-2.79788964502194,-3.38128970029031,-1.45187915839796,-3.83759613940734,-4.83890377934883,-2.32779398250434,-6.40165434690262,-6.19748993012972
"59",0,0.0765331925060775,-0.172535489445066,-2.04427341808462,-0.504809778696801,-3.523394923509,-0.7607642302319,-2.6243686678464,-4.38539235437292,-3.27728384879274,-2.55041673954279,-2.96886363999053
"60",0,1.9942168581612,-0.559480946095505,-0.909778328728397,-1.1446128736616,-3.07356189835565,-3.00632711031697,-3.35045149660475,-3.96150560515347,-1.61992966414589,-3.58466710374422,-4.0290127827083
"61",0,1.30774000631627,-1.88496412978028,-0.742599069521318,-0.518957514810708,-3.39191313506852,-1.69943878815178,-4.11862509472889,-3.41782486552646,-1.95905325790391,-4.79479128558015,-6.40683172492867
"62",0,0.977275659448714,-1.61913537798097,-1.41362039332483,-0.914877592717409,-1.64814224532928,-2.76400303194852,-1.84827536296313,-3.95883573817085,-5.20102060122394,-4.60691546900029,-4.91183054966922
"63",0,-0.562779880411754,1.32723225454603,0.270979025973257,-0.736199188627792,-3.48696993227236,-2.6041672193062,-2.64972364153442,-3.17779175446297,-4.25869785218291,-4.57785900165839,-5.25223518222493
"64",0,-0.606949914694558,0.41351959924939,-1.0080612431401,0.481428808583674,-2.56621427095967,-0.848688761690297,-2.54118385574875,-3.18662157174444,-4.35495088413195,-5.45349334399649,-6.82627586261363
"65",0,-1.20592147523881,-1.40810267975932,-1.29147734762258,-2.48700642189002,-2.51474383672856,-1.51423794717403,-3.96159736604011,-4.99293468463797,-3.93781356568755,-4.43160527108595,-5.85060899961338
"66",0,-0.607589532517784,1.7362256229373,-0.532313702402645,-2.47649048213525,-2.28245349188422,-2.64322181823472,-3.25038872958003,-3.45815966988358,-4.31979623051571,-3.07476426836984,-5.68815890576889
"67",0,-0.911365572834253,-1.4440256261335,-1.70302925619231,-2.45860916759821,-1.43294738695163,-3.70298581646019,-2.83981356716062,-2.17778109094033,-3.35642068745502,-5.18460591292301,-4.83146297091063
"68",0,-1.0489313902904,-0.0311213304862865,-2.37267271895438,-2.27114857726688,-0.615099534322204,-3.35517043257471,-4.27828271957359,-3.83412175688245,-3.40342971867267,-4.89075158120911,-3.24056950213254
"69",0,-0.569397791933699,-0.404687310976076,-1.3490137369351,-2.18127182703828,-1.87902308650593,-3.37863748882865,-1.79873475367559,-4.11577440728937,-3.22312710449606,-4.60472810002981,-3.83752872133574
"70",0,0.989532422078416,0.142373468288967,-0.113714341651383,-2.26603310975589,-2.6324988661641,-1.90531063675161,-2.55180998441901,-3.66592940682941,-4.34137022979629,-2.2552193302811,-2.40476299049694
"71",0,-1.11340965859609,-0.280285026697126,-1.5294634689583,-2.46160792746106,-2.16457971795774,-1.05651840197068,-3.71439512829728,-3.53815824373517,-3.7176607037936,-4.37096695730143,-5.76108531512295
"72",0,-0.0127480121970455,0.0835639294175342,-1.23886731564461,0.340609965580352,-0.670351020755451,-2.59602355613788,-3.37866319064043,-4.43337437570722,-4.30142626824091,-3.80405974106302,-4.1825966350153
"73",0,-1.30078243901533,-0.111201541395655,-1.43410494180798,-1.19167391050361,-1.28602417950122,-3.00712816393399,-2.19457944958317,-4.11565780650355,-3.17638163092781,-5.2368506670052,-5.05530760804565
"74",0,-0.726285782673469,-0.719372442135831,-2.32267700036841,-1.92001297436135,-1.87799924067614,-2.19360827845097,-1.84768664891871,-2.38937031702414,-3.04770931476604,-4.64098931164251,-6.13920692681131
"75",0,-0.0358584069763752,-0.974861096206768,0.27230467081902,-1.23994997194872,-0.790800946741544,-1.34567502443405,-2.54176212381548,-4.91032000064867,-4.24241972086066,-4.49090226283799,-3.96545108566484
"76",0,-0.79380365664679,-0.249750916515579,-1.00447062566622,-2.53420037612176,-0.55337350900559,-1.23903308531784,-2.49393602152472,-3.08990588000523,-4.15245315909323,-5.61385656955285,-3.06987696465593
"77",0,-0.704116324806735,-1.51083089733196,0.280707030527867,-1.65410459160049,-3.30395582417531,-3.42267269470973,-1.6856554751958,-4.64753789219377,-5.42121668463873,-3.94858665721733,-5.74145438750351
"78",0,-0.816693838107113,1.13879166791792,-1.30456713190254,-0.449021708026328,-1.29050974932469,-1.40749131545191,-2.94580821582629,-5.86465914277399,-3.9427836686504,-3.71640180714104,-4.40566977854235
"79",0,-0.283522944182146,0.027701408190797,-0.0301446057128313,-1.23531765110743,-2.19855213175419,-1.61283873953383,-3.08689882913646,-4.85146593572663,-5.31786655575632,-3.06471417010497,-3.49842922750209
"80",0,0.867120725080264,0.177109566765231,0.887225117467744,-1.11844156406816,-2.04127826186288,-2.46941780928744,-1.92090192820104,-2.92025752518214,-3.91168722713016,-3.25513433137053,-5.47232772134543
"81",0,-1.6217629174382,-2.19310779010639,-1.64027038866564,-0.203077644554091,-1.62006684457024,-2.68904500361924,-2.79146998266799,-3.74801236489236,-3.07781515496885,-5.58229266603689,-5.0502171104288
"82",0,-0.25959084663973,-1.80973810827859,-0.864543406490273,-1.34880672135414,-2.50741717549977,-1.44772364498161,-4.24168828853028,-1.81503850125857,-5.45932962288938,-5.57082436248485,-5.6501437720594
"83",0,-0.344809890472302,-1.10652993656892,-1.72047480747527,-1.85551796784873,-0.775629507248178,-1.44204351177622,-2.65804394408343,-3.3850947233425,-4.29542887848339,-4.88523205652402,-3.87287484169292
"84",0,0.507235224713545,-0.560962484490215,-1.66152640917519,-1.18155230822475,-1.65859377587877,-1.03076450375214,-1.47730234433744,-4.44354995056689,-3.69370246971754,-2.96067567768884,-5.46340755359483
"85",0,-0.653593785802345,-1.54746856357364,-1.37229014974824,-0.672236937335324,-3.09246844667438,-4.59602105219883,-3.37953660571718,-2.99990317858395,-4.33507245224884,-2.60186321791635,-6.38796546122864
"86",0,-0.271318499677227,-1.5517614468533,-1.52094411534775,0.368906355642504,-2.95686415194042,-2.47303483882204,-4.30995687879609,-3.037286424066,-3.90349861680768,-5.44413161726537,-6.38071032545053
"87",0,-0.0448371326808855,0.846519848525795,-0.45160773281996,-2.87332597562536,-3.09909134639462,-2.82741390087713,-1.70997609116143,-4.845058162081,-3.48339099034053,-4.39623434470796,-5.10736506378937
"88",0,-1.01773451018873,0.329140364580019,0.497181710485478,-1.75017973495152,-1.16487039279989,-2.74767584042762,-3.2591633692824,-3.7122720771647,-3.55533299853187,-3.74464737905416,-4.69780793131862
"89",0,0.22389287628603,-0.738740122297578,-0.10469971392236,0.141409584749296,-2.88688058163157,-2.12470871621295,-4.29502551038943,-4.11278377181462,-3.12345223481049,-4.35624989788055,-3.90258502478523
"90",0,-1.79240644207306,-2.03120123567922,0.665669730652392,-2.55056257955687,-1.29909158771817,-2.89186383823488,-2.42312818418433,-3.77441306332659,-3.02010642761448,-4.35630983592674,-4.22460847686187
"91",0,-1.43700829887079,-0.639817525218003,-1.90128329908731,-1.34934167425707,-2.59623787780898,-3.67079801848657,-2.36955172068983,-1.97939016202449,-3.46311844997255,-5.46191867159729,-5.18678546301826
"92",0,-0.489453058296147,-1.38874015220104,-0.926901299814457,-0.888459878329713,-0.640111293179934,-1.72645516477523,-0.2202539040333,-5.60419758698474,-3.93246173971741,-3.85798836451138,-6.00203982652483
"93",0,0.336113789927128,-0.60754873166368,-0.846140098666274,-2.04895193491896,-3.64941451095733,-2.19416994047477,-3.32294530152401,-2.20741013162546,-3.69072199285515,-6.01989836187564,-6.16693197978338
"94",0,1.02167783647611,-0.562694969273834,-0.873737599485301,-1.21524371520481,-3.71962420472498,-3.68186433148967,-4.20119561859487,-5.52644093340747,-2.56873500393987,-5.57397522234288,-5.41312388763354
"95",0,-0.666792870860788,-0.547238552729148,-0.334305417825411,-2.82643940133724,-1.5799501341026,-0.224207160739605,-3.8737372028844,-4.01432342365768,-1.86007145349002,-3.35143961418312,-4.70537369939297
"96",0,1.22225440638731,-1.45515430563921,-1.10625656746605,-2.80534374012242,-1.77127889579165,-2.03934722731661,-2.65914256677735,-2.89831053906772,-3.61758839715378,-5.59414980131632,-6.45834900995179
"97",0,1.07125107105224,-0.0274705820970603,0.00576725940442446,-1.85331780608726,-1.9672295135251,-2.98018789193295,-2.91522873576974,-3.75305163540929,-3.87868510613441,-5.65895343180252,-5.78287658841503
"98",0,-0.232410679582164,-1.17367746450951,-2.66871535140495,-0.258268357092708,-3.05860455369165,-3.2324293514337,-1.87725217307289,-5.05664747655835,-3.46785620138758,-4.7249056811278,-5.41550098774524
"99",0,-0.32897680756089,0.785230813773847,-2.35010500170822,-0.949322578471508,-1.91690840544384,-1.99063516245019,-4.85091705392695,-1.82492918968436,-2.90695926961436,-4.21451012785568,-6.59477960709331
"100",0,0.0279100130267826,-0.121785123332508,0.195663875713445,-1.61643665803577,-0.645784023098963,-1.26384827280516,-3.81802346043976,-5.3575705559034,-3.52722895696206,-4.49474952733893,-7.20380944335975
"101",0,-0.322355899064664,0.145596540442859,-0.0390469848299485,-0.947441422379592,-2.40654815311589,-1.53037269947005,-3.49001599953057,-3.86349200886767,-3.29578319077077,-4.24515483126403,-5.15302586638269
"102",0,0.0170323834123229,0.0282340611458364,-0.142003434319261,-2.02439268340561,-2.38124176147073,-1.38270476647641,-1.97380580459031,-4.27664026915835,-3.77838279217467,-6.75352955042287,-5.27552885052713
"103",0,0.679554640571954,0.0831280135884629,-2.47362263134808,-1.70522075562572,-2.62124030913054,-2.61342234160351,-1.37018969188064,-5.14864154768275,-2.0864332603877,-4.33824760199899,-5.10019560335601
"104",0,-0.151801408955425,-0.179015499698844,-2.08873603795913,-0.154322205498842,-2.13288621852064,-4.79303684579858,-2.66209779712833,-5.06694624854305,-4.7216952041255,-3.17499065596225,-3.21213194452803
"105",0,-0.871428126103922,-0.838794082722118,-0.25204238353067,-2.78154579222007,-2.66803265849036,-2.54058663198522,-2.84373454751292,-3.06757613839038,-6.19053190348759,-3.64159485120767,-3.74651853423042
"106",0,0.526227097977603,-0.107770705394931,1.6715719129856,-1.63222656461629,-2.46879926931517,-3.35603470162045,-3.95040968960223,-4.48586254483058,-3.49888041078044,-3.85774680614558,-4.88176679431315
"107",0,-0.0399017730956709,-0.737180126842556,-0.0551125590050564,-1.48851712665805,-2.2942960443113,-2.06374631920885,-3.28120921953908,-2.83708134803863,-3.55344871575487,-3.04189494706324,-7.00508282951036
"108",0,0.253153885848265,-1.79482670793596,-0.399519827884768,-0.310490781276607,-1.78870014695748,-1.72089198481345,-2.42481139558227,-2.54461132475363,-3.76177709694872,-5.56767236654843,-4.05301826511356
"109",0,0.921796892013047,0.0991409798233411,-0.690647394950945,-2.17036255053224,-2.23084310932839,-2.40024780883398,-0.584586881411919,-3.4375958686186,-2.51543339091639,-3.59240309168689,-4.6035312131432
"110",0,0.179159350314752,0.198028424220054,-0.227445973978025,-2.15639360233354,-1.51753497823162,-2.42846686779211,-3.45098320049447,-3.04393200742587,-4.95407375942743,-4.81515110165013,-5.16260459007274
"111",0,1.4268142907594,-1.08135122296715,-0.318522595058152,-0.205842211751876,-0.874871168275596,-2.3439487893902,-3.38142852877369,-1.32218902941425,-1.17380404869082,-5.33090142401183,-4.93076831057403
"112",0,1.15506651308055,-0.339552220416725,-0.303658559011775,-1.7050914855581,-0.940156994767565,-1.87689448222905,-3.62820627996724,-4.53893191650562,-3.80905766764574,-3.29499243099687,-3.76856693005701
"113",0,-0.229898999309661,0.179473075654203,-1.58292764814625,-1.37597713249177,-1.60324618967038,-1.34524080404692,-0.819827076660865,-4.69374394294802,-3.07409459135884,-3.29923201269015,-6.42835375310263
"114",0,-0.958484195511337,-2.11762986229249,0.603835980470543,-1.60541465113453,-3.08220200342413,-1.65788431472133,-2.16759439441822,-3.6079536578912,-3.97492423991056,-3.81985443351717,-5.38825733738453
"115",0,-0.897077245694647,0.443897308156198,-0.125372254296224,-0.753515600540278,-2.99948603563029,-4.38174879253626,-1.42563091290789,-4.59413450573234,-5.10953571636464,-4.92408765187825,-6.48952792651991
"116",0,-0.373136290581311,0.848661581375832,-0.542363314834309,-1.23678842747703,-1.602169616525,-5.26934167267221,-2.99474225688614,-4.26079030444467,-4.2832859889914,-3.45963791434406,-3.68768157611182
"117",0,-0.571875472309519,-0.375988318086675,-2.09936697106039,-2.14132425262729,-3.05157577879472,-4.31913221459214,-4.60012583822473,-3.70025029186021,-4.41714493090649,-5.04320235816092,-4.41146136019446
"118",0,1.09145483452055,-1.03752270000051,-1.28748106071228,-0.524515949024111,-0.972600414520419,-1.06668724591417,-4.39629359274712,-2.79842072780832,-5.30711117876344,-1.70799936966686,-3.5837289684365
"119",0,-0.650526431063171,1.13562576379093,-1.14174479498643,-1.97210113535511,-2.96167527213521,-3.13874259399881,-3.82538283397004,-1.87932219557129,-3.83563833974333,-4.80053759785481,-4.59291327997202
"120",0,-0.47027575200349,-0.19933185694545,-1.07986239450651,-1.23501181544505,-1.52703261602342,-3.09304667040105,-3.98235764844321,-2.99667963494064,-4.37338452536942,-3.98049649298512,-4.7864928895928
"121",0,-1.14845275038896,-0.877344154614359,-0.820044543146681,-4.1318068513658,-3.23399267522253,-3.28243663485727,-2.55953669950714,-1.8841996481848,-4.53578577381804,-3.31955443058864,-6.19815522895171
"122",0,0.0823331816623252,0.546442298643642,0.0224973200405056,-1.91473767767612,-1.52941737031848,-2.41584868943484,-2.46824008592749,-3.40849938754475,-4.75376105664339,-5.38275043414778,-4.81483355058872
"123",0,0.211150649910747,0.329547338614895,-0.857419365717945,-0.304756186211333,-3.4896186261489,-2.02204915253104,-2.58584042785236,-4.8285192676204,-2.94027610352797,-3.86284024728434,-4.45321167122755
"124",0,-0.39161189361557,-0.0291543033787101,-1.03449730449919,-2.75720499593788,-3.06463494549601,-1.21560583255711,-3.47297249261372,-5.03505073735277,-4.33138749103404,-2.5013816094848,-5.53678379066916
"125",0,0.857750562918679,0.0428593966708606,0.0993943628394764,1.02231710355109,-1.83707632367696,-1.49699920744492,-4.56070872433191,-2.50823177417385,-1.90740487758055,-5.61624760771151,-5.24008443383631
"126",0,0.343759195203117,0.473467671834535,0.102798399813758,-2.83695932355636,-1.47156469973471,-1.59511272894966,-2.6792275423505,-1.10591393013625,-3.53401935027196,-4.20038119773879,-5.54223615981254
"127",0,-0.773046297833397,-2.64127877280633,-1.0372338800614,-1.17333447428543,-1.53044005318421,-3.6298380939689,-2.82879750540677,-2.94576274782887,-4.2425965867671,-4.62097456344515,-6.05221600834378
"128",0,-0.127974260563551,-2.38580322777723,-1.07880599760161,-2.01541897997486,-3.03122396515804,-2.63655451943894,-4.06690260786613,-4.75424409332993,-2.72097714968977,-3.37555157574087,-5.47010955540269
"129",0,2.31656364949853,0.674915171324721,-1.74013075268387,-0.932446879357988,-1.6551860412505,-3.76990801626875,-0.822719237942361,-3.20381033794339,-3.42264132876035,-3.54287973696075,-5.60937617551833
"130",0,-0.0877949627462205,0.443372051644306,-1.02525946915227,-3.52533479833367,-2.01918592821891,-0.699843078587626,-3.17271355080663,-2.90540476529335,-3.84912266655824,-5.22757599967494,-5.41164259280884
"131",0,1.10212682934125,-0.239915112193023,-1.49196129790886,-2.37096954992941,-3.00506866697337,-1.57996271281898,-3.02608296060757,-2.3433399135733,-4.08126389326463,-3.32793555263767,-5.23160181140099
"132",0,0.592875659180866,0.6658911998065,-1.31683462847641,-0.994870311158993,-1.47937161565727,-3.07372386501537,-2.81072060562099,-4.62213252731012,-3.44941198064693,-4.04741521027244,-6.09832504499344
"133",0,-0.540122505484862,-1.86495416202927,-1.72433472985081,-0.183901577827145,-1.38863377187719,-2.59726616707066,-3.56731260172115,-4.4676222236408,-4.42917970621253,-3.19182652383328,-4.16799773470283
"134",0,-1.49947699855074,1.36712187410859,-2.40098595239053,-2.19077024019593,-2.47378472943843,-1.83475682828345,-3.39029706442221,-4.67740581837238,-3.5883981589606,-3.47064461427355,-5.66887710945763
